Family;Genus;Species;Species English;Bangka;Red Sea;Both;All
Tetraodontidae;Canthigaster;valentini;Black-Saddled Toby;1;0;0;1
Tetraodontidae;Torquigener;flavimaculosus;Yellowspotted Puffer;1;1;1;1
Torpedinidae;Torpedo;panthera;Leopard Torpedo Ray;1;1;1;1
Toxotidae;Toxotes;jaculatrix;Archerfish;1;0;0;1
Trichonotidae;Trichonotus;elegans;Threadfin Sanddiver;1;0;0;1
Trichonotidae;Trichonotus;nikii;Red Sea Sanddiver;1;1;1;1
Trichonotidae;Trichonotus;setiger;Spotted Sanddiver;1;0;0;1
Tripterygiidae;Enneapterygius;abeli;Abel’s Triplefin;1;1;1;1
Tripterygiidae;Enneapterygius;hemimelas;Halfblack Triplefin;1;0;0;1
Tripterygiidae;Enneapterygius;obscurus;Obscure Triplefin;0;1;0;1
Tripterygiidae;Enneapterygius;pusillus;Highcrest Triplefin;0;1;0;1
Tripterygiidae;Enneapterygius;qirmiz;Qirmiz Triplefin;1;1;1;1
Tripterygiidae;Enneapterygius;similis;Masked Triplefin;1;0;0;1
Tripterygiidae;Enneapterygius;tutuilae;Highfin Threefin;0;1;0;1
Tripterygiidae;Helcogramma;steinitzi;Red Triplefin;1;1;1;1
Tripterygiidae;Helcogramma;striata;Striped Threefin;1;0;0;1
Tripterygiidae;Ucla;xenogrammus;Largemouth Triplefin;1;0;0;1
Uranoscopidae;Uranoscopus;rosette;Rosette-Spotted Stargazer;1;1;1;1
Uranoscopidae;Uranoscopus;sulphureus;Whitemargin Stargazer;1;0;0;1
Xenisthmidae;Xenisthmus;polyzonatus;Bullseye Wriggler;0;1;0;1
Zanclidae;Zanclus;cornutus;Moorish Idol;1;0;0;1
